distance_km,weight_kg,vehicle_type,weather,delay,traffic_volume,delivery_hour,system_load
210.0,42.21,scooter,cold,no,461,0,5000 
283.0,12.09,ev van,cold,no,461,0,3000 
95.3,42.71,van,clear,no,260,2,350 
190.7,28.25,ev bike,stormy,yes,322,3,350 
77.4,5.49,ev bike,hot,no,5034,6,350 
189.3,44.93,bike,clear,no,5511,7,650 
27.2,20.13,van,cold,yes,5511,7,3000 
86.6,0.67,ev bike,cold,no,5511,7,3000 
133.8,19.11,van,stormy,no,4801,9,500 
19.0,21.67,truck,hot,no,4801,9,500 
59.4,34.05,truck,clear,no,4100,10,2000 
32.5,16.85,bike,rainy,no,4100,10,3000 
283.6,38.7,scooter,clear,no,4326,12,2000 
154.1,49.52,van,stormy,no,4326,12,3000 
176.6,13.15,van,hot,no,4805,14,100000 
245.7,0.92,bike,foggy,no,4805,14,200000 
103.6,40.3,bike,foggy,yes,6309,16,150000 
31.0,21.55,scooter,clear,no,6309,16,200000 
51.5,27.58,ev van,clear,no,6309,16,150000 
206.7,30.56,ev van,foggy,yes,4332,18,200000 
284.2,18.85,ev van,foggy,yes,4332,18,100000 
135.6,43.86,ev van,rainy,no,4332,18,100000 
93.2,41.29,ev van,clear,no,2303,20,100000 
264.6,42.04,ev bike,clear,yes,2303,20,20 
119.8,19.13,bike,hot,no,2826,22,20 
39.6,39.62,van,clear,no,2826,22,13 
78.2,33.17,ev bike,foggy,no,1598,23,110 
234.4,6.41,van,rainy,no,1598,23,50 
258.9,16.75,scooter,rainy,yes,314,1,37000 
237.5,20.44,bike,hot,yes,279,2,6000 
295.3,40.98,van,hot,yes,326,3,29000 
40.9,19.39,van,foggy,yes,2747,5,26000 
147.8,28.0,ev bike,hot,no,5407,7,23000 
198.4,44.0,ev bike,clear,yes,4915,9,22000 
293.1,40.31,bike,hot,yes,4148,11,21000 
284.6,15.94,truck,rainy,yes,4148,11,24000 
107.8,9.91,ev van,rainy,no,4541,12,20000 
266.7,40.47,van,stormy,no,5067,14,4000 
155.1,16.8,ev van,rainy,no,6600,16,4000 
29.8,28.32,bike,foggy,no,4439,18,1000 
18.4,10.06,scooter,clear,no,3703,20,1000 
297.1,21.8,ev van,stormy,yes,1745,22,3000 
282.6,16.88,ev bike,foggy,yes,995,23,72 
190.0,9.14,scooter,clear,no,550,0,6 
210.3,35.05,ev van,rainy,yes,274,2,24 
175.7,34.9,van,hot,no,345,3,87 
238.8,2.47,ev bike,foggy,yes,844,4,2 
85.6,34.17,scooter,cold,yes,5876,6,28 
75.5,36.08,van,cold,no,6507,7,6 
150.9,37.88,scooter,hot,no,6312,8,6 
62.0,9.3,van,cold,no,4355,10,18 
155.6,20.85,truck,hot,no,4706,12,3 
286.7,23.9,ev bike,foggy,no,4805,13,2 
92.8,0.67,truck,rainy,no,6649,16,5 
181.4,28.7,bike,stormy,yes,4689,18,90 
269.5,3.09,truck,foggy,no,2726,20,36 
172.0,30.03,van,cold,no,2481,21,31 
32.2,49.52,bike,clear,no,1684,22,36 
186.8,8.95,scooter,stormy,yes,955,23,1 
180.9,11.4,ev van,hot,no,544,0,31 
95.7,48.68,van,stormy,yes,365,1,2 
185.2,5.99,ev bike,hot,yes,347,3,500000 
230.4,19.11,scooter,clear,yes,2729,5,500000 
243.5,24.15,ev van,clear,no,2729,5,2000000 
235.0,25.9,ev bike,clear,no,5713,6,200000 
151.8,39.37,bike,hot,no,6583,7,1000000 
228.7,15.18,ev bike,hot,no,5815,8,500000 
17.6,8.96,ev van,stormy,no,4488,10,1000000 
219.2,18.13,ev van,foggy,no,4644,11,2000000 
76.9,10.09,ev bike,cold,no,5033,12,200000 
26.7,29.43,ev bike,foggy,no,4955,13,500000 
143.1,36.13,truck,cold,no,5834,15,1000000 
56.1,23.86,bike,clear,no,6180,17,2000000 
293.6,46.9,bike,clear,no,3402,19,200000 
57.0,14.94,scooter,hot,yes,2900,21,4000000 
280.4,24.13,scooter,cold,no,2098,22,500000 
252.0,7.71,ev van,stormy,yes,1273,23,500000 
254.1,6.49,ev van,clear,yes,649,0,1000000 
132.7,1.18,scooter,foggy,yes,416,1,1000000 
80.3,39.06,van,stormy,no,286,2,1000000 
144.6,30.23,ev bike,hot,no,384,3,500000 
286.3,44.84,ev bike,stormy,yes,792,4,15 
91.1,7.49,ev van,stormy,yes,2569,5,20 
41.1,35.04,ev bike,rainy,no,5473,6,9 
228.6,21.42,ev bike,clear,no,6425,7,15 
143.8,45.18,ev bike,hot,no,5591,8,5 
73.8,7.77,ev van,clear,no,4809,9,14 
14.5,34.61,van,stormy,no,4439,10,7 
242.3,42.05,scooter,foggy,yes,5040,11,5 
77.9,18.06,ev van,stormy,yes,5428,12,5 
4.7,13.92,bike,stormy,no,5223,13,7 
295.0,48.75,scooter,hot,no,6042,15,5 
255.2,33.24,bike,clear,no,6536,16,4 
186.8,30.81,ev van,foggy,no,6047,17,2 
177.5,27.71,ev van,rainy,yes,3653,19,15 
63.7,3.96,van,clear,no,2834,21,1 
127.6,42.56,bike,cold,no,2834,21,10 
187.1,12.23,scooter,rainy,yes,2518,22,8 
90.8,46.58,truck,clear,no,2518,22,4 
204.9,25.29,van,rainy,yes,1622,23,5 
192.7,19.08,ev bike,hot,yes,1267,0,5 
270.4,45.13,ev bike,hot,yes,850,1,10 
28.2,43.39,van,rainy,no,664,2,5 
13.4,8.39,truck,rainy,yes,469,3,1000 
3.6,49.05,bike,foggy,no,408,4,2000 
294.0,3.11,bike,foggy,yes,1606,7,5000 
182.3,13.33,van,stormy,yes,4379,10,5000 
226.6,26.4,bike,foggy,no,4866,13,5000 
194.5,4.7,bike,stormy,no,5051,15,1000 
69.9,27.61,ev bike,cold,no,5051,15,1000 
200.6,27.95,bike,stormy,no,5145,18,1000 
198.1,3.45,scooter,cold,no,3045,21,10 
273.1,4.27,ev bike,rainy,yes,1267,0,1000 
107.2,41.15,scooter,rainy,no,642,2,1000 
190.0,27.18,scooter,foggy,no,401,4,1000 
118.2,41.64,ev bike,foggy,yes,516,5,5000 
53.1,48.45,bike,cold,no,858,6,1000 
230.7,19.64,scooter,rainy,yes,1198,7,3000 
140.2,10.24,truck,foggy,yes,1198,7,6000 
122.2,5.4,bike,cold,yes,2231,8,3000 
138.5,21.97,truck,rainy,no,2231,8,3000 
273.1,8.84,van,stormy,no,3476,10,336 
181.8,3.61,scooter,foggy,yes,3684,11,50 
68.0,4.7,truck,clear,no,4794,13,100 
128.4,3.45,bike,rainy,yes,4929,15,100 
31.2,40.4,truck,clear,no,4917,16,100 
95.1,43.54,van,cold,no,3067,19,10000 
103.7,30.75,bike,cold,yes,2020,21,400 
43.4,20.03,ev bike,rainy,no,1450,22,1000 
262.1,26.41,van,foggy,no,540,0,3000 
187.7,20.23,bike,cold,no,312,1,2500 
5.9,20.06,van,cold,no,340,3,37500 
31.0,3.62,ev bike,stormy,no,2862,5,20000 
292.8,22.73,van,stormy,yes,2862,5,40000 
30.5,9.62,van,cold,no,6323,7,40000 
206.7,19.93,bike,stormy,no,6323,7,30000 
227.2,47.34,bike,rainy,yes,5128,9,2000 
265.7,33.64,scooter,hot,yes,5128,9,2000 
260.8,14.25,scooter,cold,no,5128,9,14000 
200.7,36.4,truck,hot,no,4584,11,16000 
199.7,37.06,van,hot,no,4584,11,1 
144.9,44.95,bike,stormy,yes,4739,12,30000 
18.7,13.3,truck,stormy,no,4739,12,1 
181.0,5.3,ev van,clear,no,4756,13,20 
114.3,29.31,ev van,clear,no,5642,15,3 
148.7,32.09,ev van,hot,no,5642,15,3 
195.4,30.25,van,cold,no,6071,17,2 
187.4,8.11,van,hot,no,6071,17,4 
230.6,4.71,bike,hot,no,4412,18,1 
205.6,30.1,ev bike,cold,no,4412,18,12 
254.4,29.26,van,stormy,yes,3096,19,1 
294.8,26.73,truck,clear,yes,3096,19,1 
114.7,18.91,scooter,rainy,no,2174,21,1 
153.0,48.44,scooter,cold,no,2174,21,1 
7.5,10.28,ev bike,cold,no,1569,22,1 
77.1,6.43,van,foggy,yes,580,0,1 
156.0,6.43,truck,clear,no,580,0,1 
112.2,29.69,ev van,rainy,no,315,1,1 
131.6,42.91,scooter,hot,no,355,3,1 
155.5,18.78,bike,hot,no,881,4,1 
248.1,43.82,ev bike,cold,no,2827,5,1200 
14.1,39.84,truck,hot,yes,5687,6,1000 
187.9,4.97,van,hot,no,6622,7,600 
173.8,20.11,truck,clear,yes,5526,8,1000 
108.0,29.84,ev van,rainy,yes,5097,9,1000 
227.1,45.47,scooter,rainy,yes,4282,10,1000 
297.1,21.85,ev bike,stormy,yes,4093,12,2000 
199.3,39.32,truck,foggy,no,4142,13,3000 
201.6,46.08,ev bike,clear,no,4142,13,2000 
71.2,35.6,ev van,cold,no,3798,14,2000 
262.0,30.35,bike,foggy,no,3798,14,5000 
34.6,3.21,bike,clear,no,3342,15,10000 
234.6,25.26,bike,hot,yes,3342,15,10 
268.3,15.48,scooter,hot,yes,2118,17,1000 
216.9,5.06,van,cold,no,2118,17,2500 
95.1,11.9,scooter,cold,no,1242,19,6100 
158.3,32.47,ev bike,foggy,no,1242,19,300 
260.0,1.22,ev bike,cold,no,918,21,3600 
23.1,9.39,van,hot,yes,918,21,1100 
75.1,32.11,truck,rainy,no,918,21,3900 
64.3,22.38,scooter,hot,no,707,22,200 
191.1,24.18,truck,stormy,no,707,22,500 
33.3,9.47,scooter,rainy,no,572,23,500 
81.5,1.19,ev bike,foggy,no,572,23,500 
254.9,25.08,scooter,rainy,no,356,0,200 
185.9,24.13,ev van,stormy,yes,356,0,500 
159.2,45.6,ev van,foggy,yes,217,1,500 
30.9,2.29,scooter,stormy,yes,217,1,100 
48.7,9.55,truck,stormy,no,338,3,500 
34.2,11.1,ev bike,cold,no,338,3,500 
58.8,6.5,ev van,foggy,yes,899,4,1000 
71.3,35.56,van,hot,no,899,4,400 
129.9,15.65,truck,foggy,no,2402,5,500 
100.1,41.82,bike,stormy,no,2402,5,400 
10.3,17.76,scooter,rainy,no,4155,6,100 
247.5,24.67,scooter,cold,no,4172,8,100 
247.7,35.09,scooter,stormy,yes,4172,8,1000 
111.9,44.62,van,cold,no,3853,9,1000 
269.8,3.62,ev bike,stormy,no,3853,9,500 
290.4,36.01,ev van,clear,no,3679,10,500 
114.5,1.28,truck,stormy,yes,3571,11,100 
202.4,25.48,van,stormy,no,3571,11,300 
257.9,27.21,ev bike,hot,no,3889,12,300 
235.8,30.97,truck,cold,no,4675,14,1000 
71.2,28.53,van,clear,no,5814,16,1000 
167.1,12.19,bike,cold,yes,4316,18,1000 
128.9,41.83,truck,stormy,yes,3056,19,1000 
86.3,21.19,bike,cold,no,2302,21,600 
189.6,31.08,truck,foggy,no,1545,22,100 
3.6,24.68,ev van,stormy,yes,1001,23,100 
49.9,25.79,ev bike,rainy,yes,565,0,1000 
31.3,22.22,ev van,clear,no,358,1,900 
297.1,2.56,van,clear,no,300,2,500 
47.3,21.81,van,clear,no,342,3,500 
249.5,48.1,truck,foggy,yes,905,4,500 
259.1,38.65,scooter,rainy,yes,905,4,100 
151.3,34.81,ev van,rainy,no,2766,5,100 
17.3,6.13,bike,stormy,no,5525,6,100 
228.5,21.15,ev van,cold,no,6158,7,300 
178.4,38.06,ev van,cold,no,6158,7,500 
192.9,2.67,ev van,stormy,yes,5383,8,500 
168.1,6.19,bike,foggy,yes,5383,8,300 
100.8,19.13,ev van,foggy,no,4392,10,300 
297.1,36.89,scooter,stormy,yes,4422,12,1000 
207.9,10.69,scooter,cold,no,4422,12,1000 
213.1,18.5,ev bike,stormy,no,5252,14,2000 
165.6,16.55,van,foggy,no,5252,14,2000 
18.8,27.24,ev van,rainy,yes,5643,15,500 
176.6,26.26,van,clear,yes,4557,18,1000 
143.4,36.54,bike,rainy,yes,2981,20,1000 
125.4,11.24,scooter,hot,no,2777,21,1000 
140.2,37.64,ev bike,foggy,no,1166,23,1000 
255.9,43.75,truck,cold,no,657,0,100 
259.1,2.66,scooter,hot,no,360,1,100 
260.0,19.7,scooter,hot,no,325,2,100 
171.0,9.29,ev bike,hot,no,323,3,50 
224.6,23.8,scooter,clear,no,323,3,400 
81.3,38.87,bike,foggy,no,323,3,2000 
47.3,25.12,truck,hot,no,787,4,2000 
189.5,8.49,ev van,cold,no,5180,6,400 
271.1,6.27,scooter,hot,no,5180,6,200 
202.9,39.05,ev bike,rainy,no,6390,7,2000 
277.7,1.37,van,stormy,no,6390,7,2000 
132.4,48.57,ev van,hot,no,5716,8,1000 
125.5,2.47,truck,cold,no,5716,8,1000 
264.0,11.59,truck,clear,no,5039,9,300 
171.5,19.43,scooter,cold,no,4538,10,300 
72.0,36.52,ev van,foggy,no,4990,11,100 
11.5,42.02,bike,cold,no,5304,12,100 
78.4,7.44,truck,hot,no,5282,13,50 
3.6,32.15,scooter,stormy,no,5662,14,200 
296.2,14.88,truck,foggy,no,6005,15,200 
48.2,45.46,ev van,rainy,no,6824,16,400 
49.1,29.51,bike,stormy,no,6303,17,1200 
217.0,12.05,bike,rainy,no,6303,17,1200 
283.8,8.51,ev bike,foggy,no,4688,18,1000 
50.9,48.21,ev bike,rainy,no,4688,18,200 
66.8,43.62,van,rainy,yes,3724,19,100 
104.9,20.37,scooter,cold,no,2997,20,100 
148.3,9.11,truck,cold,no,3139,21,200 
24.1,38.75,scooter,stormy,no,2920,22,1000 
13.9,11.96,truck,stormy,no,1713,23,100 
3.6,43.07,van,clear,no,1713,23,100 
297.1,47.97,ev bike,hot,no,1254,0,100 
195.8,26.92,truck,cold,yes,1254,0,200 
270.4,30.42,truck,cold,no,770,1,200 
231.0,4.53,bike,clear,no,770,1,200 
272.0,28.48,truck,hot,yes,704,2,100 
120.6,25.37,ev bike,foggy,no,704,2,100 
242.5,30.27,truck,clear,yes,469,3,100 
292.4,36.18,truck,hot,no,408,4,500 
154.9,21.51,truck,stormy,yes,912,5,300 
242.7,17.6,scooter,rainy,no,1247,6,300 
289.0,10.61,van,stormy,no,1606,7,300 
220.6,9.37,bike,foggy,yes,2704,8,400 
4.2,42.75,ev bike,rainy,no,2830,9,200 
240.0,6.94,bike,foggy,yes,2830,9,200 
33.3,4.86,ev bike,stormy,no,3479,10,1000 
283.3,35.69,truck,clear,no,3801,11,1000 
262.7,33.8,truck,hot,yes,4308,12,200 
97.4,41.11,truck,foggy,no,4548,13,200 
190.7,3.11,bike,stormy,yes,4397,14,200 
291.1,18.46,truck,clear,yes,5533,15,400 
99.0,15.85,van,clear,no,5274,16,200 
225.9,8.87,ev bike,stormy,no,4933,17,400 
98.7,8.03,ev van,stormy,no,4434,18,300 
153.4,46.38,ev van,stormy,no,3996,19,100 
281.7,6.62,ev van,clear,yes,3996,19,200 
139.1,27.71,ev bike,foggy,yes,3047,20,200 
6.7,2.24,scooter,clear,no,3047,20,1000 
152.6,47.02,scooter,stormy,no,3047,20,500 
97.1,3.5,ev van,hot,no,3034,21,800 
256.7,4.53,ev van,cold,no,3615,22,800 
241.7,4.6,scooter,foggy,yes,2239,23,1200 
232.2,40.94,truck,foggy,no,1254,0,500 
209.6,32.49,ev van,stormy,yes,770,1,500 
296.0,47.43,ev van,clear,no,770,1,200 
86.5,8.35,ev van,foggy,yes,704,2,1000 
26.4,10.77,van,rainy,no,407,3,1000 
208.3,21.33,truck,stormy,no,401,4,1000 
191.1,37.84,truck,clear,yes,516,5,500 
110.9,32.34,ev van,clear,no,858,6,500 
6.8,10.1,ev van,foggy,yes,1198,7,100 
111.6,39.61,truck,clear,no,2063,8,100 
51.1,43.13,ev van,hot,no,2830,9,2000 
46.2,49.31,van,cold,no,3479,10,100 
264.5,13.73,truck,hot,no,3801,11,500 
151.5,25.49,ev bike,rainy,no,4308,12,1000 
154.7,12.51,ev van,hot,no,4548,13,1000 
43.9,11.6,bike,hot,no,4397,14,1000 
280.5,27.39,bike,cold,no,4344,15,300 
112.0,1.85,scooter,stormy,no,4466,16,300 
176.7,7.12,bike,foggy,no,4466,16,300 
24.5,23.66,scooter,clear,no,3386,17,300 
161.5,23.31,ev van,foggy,yes,3386,17,200 
25.6,33.77,truck,clear,no,2195,18,200 
133.4,8.45,bike,foggy,yes,2195,18,100 
260.6,41.74,ev bike,clear,no,1618,19,300 
15.0,36.06,ev van,foggy,no,1618,19,1000 
119.9,9.1,ev van,stormy,no,1744,20,1000 
76.8,18.33,ev van,foggy,yes,1744,20,1000 
58.5,48.78,ev van,foggy,yes,2237,21,100 
120.3,44.65,ev bike,hot,no,2257,22,100 
276.6,7.31,ev van,cold,no,930,23,100 
139.8,40.77,ev bike,rainy,yes,444,0,100 
185.4,8.0,ev bike,clear,no,295,1,100 
251.3,25.13,scooter,clear,no,231,2,100 
36.1,38.56,ev van,foggy,yes,315,3,2000 
103.2,42.88,bike,foggy,yes,831,4,1000 
13.0,9.52,scooter,clear,no,831,4,500 
29.1,9.27,ev bike,foggy,no,2665,5,500 
82.7,35.17,ev bike,stormy,yes,2665,5,100 
182.9,41.88,ev van,foggy,yes,5385,6,300 
132.1,38.43,bike,clear,no,6377,7,2200 
58.5,48.84,ev bike,foggy,no,6377,7,900 
16.2,1.86,bike,hot,no,5471,8,1500 
146.4,2.85,truck,foggy,yes,4724,9,100 
12.2,49.52,scooter,hot,no,4724,9,300 
56.6,21.4,truck,cold,no,3996,10,200 
18.5,36.39,bike,cold,no,3996,10,400 
172.3,7.64,bike,rainy,yes,4229,11,1000 
47.3,18.78,ev van,rainy,no,4462,12,1000 
112.7,49.52,truck,rainy,yes,4462,12,500 
67.0,38.77,van,stormy,no,4494,13,1000 
269.6,41.26,van,stormy,no,4924,14,100 
191.2,23.56,ev van,rainy,yes,5406,15,100 
126.4,8.09,ev bike,clear,yes,6301,16,200 
244.5,47.78,van,rainy,yes,6301,16,200 
245.8,0.67,bike,clear,no,6185,17,1000 
213.9,44.8,ev bike,cold,no,6185,17,2000 
153.3,10.99,scooter,foggy,no,4544,18,1000 
156.4,49.43,scooter,cold,no,2850,19,500 
242.8,5.29,truck,cold,no,2496,20,200 
45.2,1.38,ev van,rainy,yes,2145,21,300 
168.0,2.9,scooter,clear,yes,1638,22,100 
276.9,15.63,bike,stormy,yes,1407,23,200 
248.3,42.05,van,clear,no,713,0,100 
132.0,26.41,ev bike,hot,no,425,1,300 
232.1,14.58,truck,hot,no,430,2,300 
45.7,12.01,ev van,foggy,no,555,3,100 
272.8,3.04,scooter,stormy,yes,1072,4,200 
154.3,46.07,ev bike,clear,yes,2847,5,200 
238.3,26.52,ev bike,rainy,no,5691,6,400 
158.9,40.23,ev bike,hot,no,6778,7,400 
184.3,9.12,ev van,foggy,yes,5947,8,100 
117.3,46.68,scooter,stormy,yes,5151,9,100 
50.5,11.8,scooter,hot,yes,4253,10,100 
156.5,8.42,van,rainy,yes,4514,11,400 
295.9,28.72,van,foggy,yes,4768,12,1000 
10.0,5.31,bike,clear,no,4928,13,500 
105.9,36.19,scooter,clear,no,5384,14,500 
30.1,46.68,van,cold,no,5841,15,500 
206.7,29.6,ev bike,hot,no,6263,16,2000 
99.1,36.29,bike,foggy,no,6321,17,2000 
294.6,20.49,ev bike,foggy,yes,4523,18,200 
52.3,24.73,ev bike,stormy,yes,3065,19,300 
140.3,9.29,bike,stormy,no,2863,20,1200 
295.9,19.98,ev van,clear,yes,1129,23,2000 
60.3,28.51,ev bike,rainy,no,550,0,100 
35.7,17.0,ev bike,clear,no,349,1,1000 
197.1,32.73,ev bike,stormy,yes,337,3,1000 
24.0,22.6,ev bike,foggy,yes,885,4,1000 
121.2,27.82,van,stormy,yes,2791,5,200 
86.3,1.41,truck,rainy,no,6768,7,200 
146.8,43.79,truck,foggy,no,5287,9,200 
28.5,7.64,scooter,clear,no,4558,10,500 
266.0,39.39,bike,foggy,yes,4489,11,500 
24.6,36.61,ev bike,rainy,no,4876,12,500 
276.3,23.65,scooter,cold,yes,5190,14,500 
239.9,3.46,scooter,stormy,yes,6671,16,200 
253.1,28.22,bike,stormy,yes,6820,17,200 
216.0,8.57,van,rainy,yes,3296,19,1000 
292.7,41.62,truck,rainy,no,2911,20,1000 
240.5,27.03,ev van,cold,no,2374,21,1000 
127.0,21.28,van,rainy,yes,1518,22,1000 
247.0,34.9,van,cold,no,1011,23,1000 
282.6,49.52,ev bike,cold,no,567,0,300 
259.3,26.32,scooter,foggy,no,365,1,300 
189.9,45.03,bike,rainy,yes,283,2,2000 
275.4,1.54,bike,hot,no,329,3,400 
167.4,26.1,ev van,cold,no,930,4,1000 
65.1,9.14,ev bike,rainy,no,5292,6,500 
53.5,42.25,scooter,cold,yes,5965,8,1000 
210.0,18.11,scooter,foggy,yes,5017,9,100 
106.0,25.1,ev van,hot,no,4662,10,1000 
28.4,42.0,truck,foggy,no,5115,12,200 
21.5,47.04,van,hot,no,5089,13,100 
39.1,8.09,van,cold,no,5604,14,2000 
232.2,10.34,van,rainy,yes,6764,16,3000 
14.4,32.23,ev bike,foggy,no,4817,18,2000 
231.7,46.12,scooter,stormy,no,3036,20,2000 
3.6,14.7,ev van,clear,no,3233,21,500 
23.8,20.61,scooter,clear,no,3531,22,1000 
261.8,8.89,scooter,hot,no,3531,22,200 
247.8,45.35,van,hot,no,1291,23,200 
175.7,42.43,ev bike,stormy,no,719,0,300 
68.4,29.49,bike,stormy,no,414,1,200 
15.2,7.04,bike,rainy,no,365,3,200 
116.5,30.52,van,cold,no,2514,5,200 
235.6,28.39,bike,hot,no,5215,6,100 
163.6,19.84,van,foggy,no,6146,7,300 
245.0,9.17,van,stormy,yes,5152,9,1000 
203.5,48.86,truck,hot,no,5165,11,1000 
269.7,28.5,scooter,clear,yes,5382,13,500 
228.4,24.66,truck,stormy,no,5639,14,100 
53.5,9.93,ev van,rainy,no,5858,15,2000 
66.9,39.0,van,foggy,no,6570,16,2000 
89.7,48.08,ev bike,stormy,no,5975,17,2000 
80.5,44.14,scooter,hot,no,3891,19,2000 
41.1,44.67,ev van,stormy,no,3113,20,500 
238.3,15.0,truck,cold,no,3523,21,100 
90.3,10.57,bike,clear,no,2520,22,200 
152.3,42.18,ev van,rainy,yes,1660,23,500 
283.7,9.34,ev bike,rainy,no,1328,0,500 
89.4,7.06,van,hot,no,966,1,500 
182.0,20.71,truck,clear,yes,821,2,100 
153.7,47.18,ev van,rainy,no,408,4,2000 
268.9,44.3,bike,cold,yes,912,5,2000 
284.7,16.83,bike,foggy,no,1247,6,2000 
295.4,26.93,ev bike,foggy,no,1606,7,2000 
71.6,14.95,scooter,cold,no,2704,8,500 
279.8,31.29,ev van,stormy,yes,3628,9,300 
254.9,18.06,ev bike,rainy,no,4842,11,300 
152.8,23.46,ev van,clear,no,5031,12,300 
179.8,45.62,ev bike,rainy,no,4840,13,300 
4.1,44.22,ev van,foggy,no,5190,15,150 
262.3,20.55,truck,stormy,no,4139,16,2000 
71.5,21.66,bike,cold,no,3832,17,2000 
153.2,16.44,scooter,foggy,no,3223,18,1000 
203.2,30.51,ev van,cold,yes,2301,20,1000 
241.5,45.65,scooter,clear,no,2868,21,200 
238.9,2.56,ev van,foggy,yes,2582,22,1000 
192.0,18.1,ev van,foggy,yes,1963,23,1000 
93.6,49.52,ev bike,cold,no,1328,0,1000 
252.7,9.52,bike,cold,no,966,1,200 
88.7,33.28,scooter,foggy,no,821,2,600 
251.0,6.5,ev bike,cold,no,407,3,300 
82.6,11.2,van,stormy,no,401,4,300 
122.5,44.46,van,foggy,no,516,5,300 
114.8,37.69,bike,foggy,no,858,6,500 
208.8,48.84,van,clear,yes,1198,7,1200 
196.1,12.21,bike,hot,no,2063,8,200 
71.0,20.22,bike,foggy,no,3628,9,200 
93.6,17.26,ev van,hot,no,4041,10,200 
221.4,14.34,ev bike,foggy,no,4842,11,300 
23.4,45.37,ev van,clear,no,4840,13,300 
270.7,5.83,ev van,cold,no,4368,15,100 
265.3,48.7,ev van,cold,no,3223,18,1000 
6.4,4.68,van,rainy,no,3223,18,1000 
230.5,39.07,scooter,rainy,yes,2301,20,1000 
3.6,2.27,ev bike,stormy,no,2301,20,1000 
92.9,15.83,truck,hot,no,2024,21,500 
80.6,23.32,van,foggy,no,2259,22,300 
236.8,4.15,van,cold,no,2161,23,1000 
43.6,6.35,scooter,stormy,no,2161,23,2000 
89.6,31.74,van,rainy,no,2161,23,300 
219.5,5.74,ev van,hot,no,785,0,100 
10.1,46.52,van,cold,no,553,1,50 
84.0,8.27,truck,hot,no,427,2,500 
297.1,36.29,ev van,hot,yes,450,3,5000 
257.0,40.34,ev van,cold,no,828,4,10000 
196.6,18.74,ev bike,hot,yes,2487,5,1000 
129.9,46.74,bike,cold,no,4761,6,500 
222.5,21.08,ev van,clear,yes,5295,7,5500 
125.0,15.57,bike,rainy,no,4694,8,9500 
22.8,35.76,bike,foggy,no,4295,9,5000 
151.6,17.38,van,hot,no,4047,10,10000 
195.6,36.85,van,foggy,no,4047,10,5000 
173.8,11.94,bike,cold,yes,4220,11,10000 
156.1,12.07,truck,cold,no,4220,11,10000 
294.8,18.08,ev van,rainy,yes,4710,13,10000 
3.6,33.66,truck,foggy,no,4889,14,500 
118.5,46.32,ev van,hot,no,5307,16,10000 
46.4,38.47,ev van,foggy,no,4092,18,10000 
115.4,17.84,ev bike,clear,no,4092,18,10000 
106.8,21.43,scooter,foggy,no,2999,19,20000 
14.8,25.73,truck,hot,no,2147,21,1 
43.6,3.81,bike,cold,no,964,23,6 
230.4,24.94,ev bike,rainy,yes,964,23,1 
122.2,23.69,ev van,stormy,yes,514,0,3 
273.0,30.05,bike,stormy,no,514,0,1 
297.1,41.7,truck,foggy,no,340,1,1 
265.1,46.39,bike,cold,no,340,1,1 
194.9,44.33,truck,hot,yes,340,1,1 
167.9,27.35,van,clear,no,325,3,2 
221.3,47.15,ev van,rainy,no,325,3,5 
3.6,49.11,scooter,clear,no,325,3,1 
36.0,5.56,ev bike,cold,no,869,4,2 
13.6,6.88,truck,stormy,no,869,4,1 
243.7,30.49,ev bike,stormy,yes,869,4,1 
45.8,39.96,ev van,rainy,no,2714,5,2000 
275.7,30.73,scooter,rainy,no,2714,5,5000 
180.8,24.51,bike,rainy,yes,5526,6,2000 
297.1,31.29,truck,clear,no,5526,6,3000 
217.4,15.25,bike,foggy,no,5526,6,3000 
27.2,35.09,van,stormy,no,6246,7,100 
146.8,46.44,truck,hot,no,6246,7,100 
52.4,46.43,truck,hot,no,5127,9,50 
25.1,40.87,bike,foggy,yes,4455,11,3000 
179.7,29.96,truck,rainy,no,4784,13,5000 
107.9,19.17,ev bike,clear,no,5168,14,5000 
136.1,25.4,bike,cold,no,5755,15,4000 
135.9,13.6,van,rainy,yes,6009,17,4000 
33.6,28.37,van,stormy,no,3139,19,3000 
3.6,46.24,van,stormy,no,2423,21,2000 
276.0,29.55,van,cold,no,1944,22,4000 
106.3,25.33,bike,clear,no,965,23,2000 
20.9,25.55,truck,clear,no,517,0,2000 
111.9,2.44,bike,cold,no,368,1,5000 
204.0,31.12,bike,stormy,no,267,2,6000 
166.9,25.75,truck,rainy,no,338,3,8000 
86.8,36.35,ev van,cold,no,907,4,9000 
82.4,12.6,ev bike,hot,no,2741,5,1000 
189.4,21.25,van,foggy,no,5973,8,13000 
115.7,39.74,van,rainy,no,4598,10,10000 
181.9,22.59,van,hot,no,4845,12,5000 
73.0,47.0,bike,hot,no,5300,14,1000 
105.8,26.39,truck,hot,no,5826,15,1000 
250.0,32.92,bike,hot,no,6898,16,1000 
166.9,5.44,ev bike,foggy,no,4716,18,1000 
118.6,21.34,van,hot,yes,3316,19,2000 
63.3,14.33,van,hot,no,2883,20,3000 
182.0,5.68,van,clear,no,2503,21,1000 
121.8,39.67,bike,foggy,no,1862,22,3000 
97.2,43.02,scooter,cold,no,1069,23,5000 
192.5,41.88,scooter,foggy,no,598,0,4000 
